year,raw.data,fitted.data,Seup,Selo,metric,timeseries,order
2004,12.67257603,12.67257603,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2005,17.3669334,17.3669334,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2006,18.88738633,18.88738633,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2007,12.12140823,12.12140823,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2008,7.519124459,7.519124459,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2009,10.47483271,10.47483271,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2010,6.597937245,6.597937245,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2011,5.177637314,5.177637314,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2012,5.919378605,5.919378605,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2013,6.773458962,6.773458962,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2014,6.039477492,6.039477492,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2015,5.600685332,5.600685332,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2016,6.273984515,6.273984515,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2017,5.237206465,5.237206465,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2018,4.462453221,4.462453221,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2002,0.02183,0.02183,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Southern ecoregion)",61
2003,0.005939816,0.005939816,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Southern ecoregion)",61
2007,0.00084,0.00084,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Southern ecoregion)",61
2002,17.57989688,17.57989688,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2003,13.86294359,13.86294359,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2004,10.28704418,10.28704418,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2005,8.642737069,8.642737069,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2006,7.452461388,7.452461388,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2007,7.330828997,7.330828997,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2008,9.43317151,9.43317151,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2009,9.316635815,9.316635815,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2010,8.788624668,8.788624668,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2011,5.470905953,5.470905953,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2012,5.249201033,5.249201033,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2013,6.245119959,6.245119959,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2014,5.337456959,5.337456959,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2015,4.127263942,4.127263942,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2016,2.6818011,2.6818011,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2017,1.992305219,1.992305219,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2018,1.185575433,1.185575433,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Central ecoregion)",62
2002,35.00199818,35.00199818,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2003,39.08078007,39.08078007,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2004,21.87306514,21.87306514,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2005,21.09216835,21.09216835,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2006,24.03087344,24.03087344,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2007,34.8230102,34.8230102,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2008,48.40180599,48.40180599,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2009,53.24686225,53.24686225,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2010,44.46308332,44.46308332,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2011,25.03306013,25.03306013,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2012,21.96285534,21.96285534,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2013,23.46328748,23.46328748,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2014,17.98790512,17.98790512,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2015,16.06734049,16.06734049,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2016,15.15555762,15.15555762,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2017,16.17624672,16.17624672,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2018,14.36797233,14.36797233,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Northern ecoregion)",63
2002,0.030873465,0.030873465,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Southern ecoregion)",64
2003,0.004742518,0.004742518,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Southern ecoregion)",64
2004,0.001067321,0.001067321,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Southern ecoregion)",64
2006,0.001616438,0.001616438,NA,NA,1000s km,"Gear contact (soft, upper slope habitat in Southern ecoregion)",64
